name,api_id,root_resource_id,version,api_key_source,created_date,description,minimum_compression_size,policy,policy_std,binary_media_types,endpoint_configuration_types,endpoint_configuration_vpc_endpoint_ids,api_status,api_status_message,disable_execute_api_endpoint,endpoint_access_mode,security_policy,warnings,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx
Atendimentos (encounter API),ujkq31588j,36eqi1oe79,,HEADER,2025-05-06T18:31:42-03:00,API responsável por gerenciar atendimentos,,,,,"[""EDGE""]",,AVAILABLE,,false,,TLS_1_0,,"{""hsl:operation:map-at"":""2025-11-12 05:00:41"",""hsl:product"":""plugplay"",""hsl:product:app"":""encounter-api"",""hsl:product:env"":""production"",""hsl:product:nature"":""operation"",""hsl:security:access"":""private"",""hsl:security:data"":""has-sensitive"",""hsl:security:data:type"":""patient"",""hsl:squad:responsible"":""plugplay"",""map-migrated"":""d-server-02rouei8domo00""}",Atendimentos (encounter API),"[""arn:aws:apigateway:sa-east-1::/restapis/ujkq31588j""]",aws,sa-east-1,413850945308,aws_backbonedigitalprd,"{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
Salesforce Track API,w3jp25qdyk,cuuw3igovf,,HEADER,2025-08-26T10:25:21-03:00,API para operações relacionadas a integração Salesforce Track,,,,,"[""REGIONAL""]",,AVAILABLE,,false,,TLS_1_0,,"{""hsl:operation:map-at"":""2025-12-11 05:00:40"",""hsl:product"":""plugplay"",""hsl:product:app"":""salesforce-track"",""hsl:product:env"":""production"",""hsl:product:nature"":""operation"",""hsl:security:access"":""private"",""hsl:security:data"":""has-sensitive"",""hsl:security:data:type"":""patient"",""hsl:squad:responsible"":""plugplay"",""map-migrated"":""d-server-02rouei8domo00""}",Salesforce Track API,"[""arn:aws:apigateway:sa-east-1::/restapis/w3jp25qdyk""]",aws,sa-east-1,413850945308,aws_backbonedigitalprd,"{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
Profissional API,fscvl5916c,dyby4k0ui8,,HEADER,2025-03-06T15:18:33-03:00,API responsável por gerenciar os profissionais,,,,,"[""EDGE""]",,AVAILABLE,,false,,TLS_1_0,,"{""hsl:operation:map-at"":""2025-05-20 05:00:38"",""hsl:product"":""plugplay"",""hsl:product:app"":""profissional"",""hsl:product:env"":""production"",""hsl:product:nature"":""operation"",""hsl:security:access"":""private"",""hsl:security:data"":""has-sensitive"",""hsl:security:data:type"":""profissional"",""hsl:squad:responsible"":""plugplay"",""map-migrated"":""d-server-02rouei8domo00""}",Profissional API,"[""arn:aws:apigateway:sa-east-1::/restapis/fscvl5916c""]",aws,sa-east-1,413850945308,aws_backbonedigitalprd,"{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
capture,w2ojzaiwxe,cx86g66gfh,,HEADER,2024-10-09T14:19:24-03:00,API responsável para iniciar troubleshoot de registros,,,,,"[""EDGE""]",,AVAILABLE,,false,,TLS_1_0,,,capture,"[""arn:aws:apigateway:sa-east-1::/restapis/w2ojzaiwxe""]",aws,sa-east-1,413850945308,aws_backbonedigitalprd,"{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
cc-backend-api-salesforce,gdfnlkz7m8,i6dxvck339,1.0,HEADER,2024-08-22T15:19:05-03:00,,,,,,"[""EDGE""]",,AVAILABLE,,false,,TLS_1_0,,"{""aws:cloudformation:logical-id"":""API"",""aws:cloudformation:stack-id"":""arn:aws:cloudformation:us-east-1:802274005479:stack/cc-integracao-salesforce/e8c53c20-60b2-11ef-a649-0e3a9d81b88b"",""aws:cloudformation:stack-name"":""cc-integracao-salesforce"",""hsl:operation:map-at"":""2024-08-23 05:00:33"",""map-migrated"":""d-server-02rouei8domo00""}",cc-backend-api-salesforce,"[""arn:aws:apigateway:us-east-1::/restapis/gdfnlkz7m8""]",aws,us-east-1,802274005479,aws_autcentcirurgicoprd,"{""connection_name"":""aws_autcentcirurgicoprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_autcentcirurgicoprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
cc-backend-api,zw9zdc3wg5,knezs8sc8h,1.0,HEADER,2022-12-21T14:39:10-03:00,,,,,,"[""EDGE""]",,AVAILABLE,,false,,TLS_1_0,,"{""aws:cloudformation:logical-id"":""API"",""aws:cloudformation:stack-id"":""arn:aws:cloudformation:us-east-1:802274005479:stack/cc-backend-api/ad6ba670-8155-11ed-a053-0e984dbc01f5"",""aws:cloudformation:stack-name"":""cc-backend-api"",""hsl:operation:map-at"":""2022-12-22 05:00:31"",""map-migrated"":""d-server-02rouei8domo00""}",cc-backend-api,"[""arn:aws:apigateway:us-east-1::/restapis/zw9zdc3wg5""]",aws,us-east-1,802274005479,aws_autcentcirurgicoprd,"{""connection_name"":""aws_autcentcirurgicoprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_autcentcirurgicoprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
cc-integracao-services-api,yl1hfs0d9d,zqhqcx6uz8,1.0,HEADER,2022-12-23T11:17:48-03:00,,,,,"[""application/msword"",""application/pdf"",""application/vnd.openxmlformats-officedocument.wordprocessingml.document"",""image/png"",""image/jpeg""]","[""EDGE""]",,AVAILABLE,,false,,TLS_1_0,,"{""aws:cloudformation:logical-id"":""API"",""aws:cloudformation:stack-id"":""arn:aws:cloudformation:us-east-1:802274005479:stack/cc-integracao-services/dada3960-82cb-11ed-8443-0ad8152ce721"",""aws:cloudformation:stack-name"":""cc-integracao-services"",""hsl:operation:map-at"":""2022-12-24 05:00:30"",""map-migrated"":""d-server-02rouei8domo00""}",cc-integracao-services-api,"[""arn:aws:apigateway:us-east-1::/restapis/yl1hfs0d9d""]",aws,us-east-1,802274005479,aws_autcentcirurgicoprd,"{""connection_name"":""aws_autcentcirurgicoprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_autcentcirurgicoprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
cc-integracao-api-anexos-services-api,n5zgj8dqx2,zhou9aq4cl,1.0,HEADER,2024-02-08T17:12:29-03:00,,,,,"[""application/msword"",""application/pdf"",""image/png"",""application/vnd.openxmlformats-officedocument.wordprocessingml.document"",""image/jpeg""]","[""EDGE""]",,AVAILABLE,,false,,TLS_1_0,,"{""aws:cloudformation:logical-id"":""API"",""aws:cloudformation:stack-id"":""arn:aws:cloudformation:us-east-1:802274005479:stack/cc-integracao-services-api-anexos/40e3a250-c6be-11ee-8539-0af04c015401"",""aws:cloudformation:stack-name"":""cc-integracao-services-api-anexos"",""hsl:operation:map-at"":""2024-02-09 05:00:31"",""map-migrated"":""d-server-02rouei8domo00""}",cc-integracao-api-anexos-services-api,"[""arn:aws:apigateway:us-east-1::/restapis/n5zgj8dqx2""]",aws,us-east-1,802274005479,aws_autcentcirurgicoprd,"{""connection_name"":""aws_autcentcirurgicoprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_autcentcirurgicoprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
ProcessRISANdata,mw4lwcfjh1,8l8zm1scbc,,HEADER,2023-03-06T12:35:33-03:00,"Processa RIS AN Data, complementando as informações de status dos exames",,,,"[""application/xml""]","[""REGIONAL""]",,AVAILABLE,,false,,TLS_1_0,,,ProcessRISANdata,"[""arn:aws:apigateway:us-east-1::/restapis/mw4lwcfjh1""]",aws,us-east-1,308676119841,aws_datalakeprd,"{""connection_name"":""aws_datalakeprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_datalakeprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
overbooking,5k3v001x88,eq4hcyhcbe,,HEADER,2021-06-15T08:45:27-03:00,overbooking api,,,,,"[""REGIONAL""]",,AVAILABLE,,false,,TLS_1_0,,,overbooking,"[""arn:aws:apigateway:us-east-1::/restapis/5k3v001x88""]",aws,us-east-1,308676119841,aws_datalakeprd,"{""connection_name"":""aws_datalakeprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_datalakeprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
PocessSlotFiles,tfqszsjw9c,vak0cfuqw8,,HEADER,2020-11-18T10:48:39-03:00,API que processa os arquivos zip do RIS DATA,,,,,"[""REGIONAL""]",,AVAILABLE,,false,,TLS_1_0,,,PocessSlotFiles,"[""arn:aws:apigateway:us-east-1::/restapis/tfqszsjw9c""]",aws,us-east-1,308676119841,aws_datalakeprd,"{""connection_name"":""aws_datalakeprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_datalakeprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
sftp-auth,fm1xntamkl,whrdh8udo6,,HEADER,2021-08-05T15:00:01-03:00,API para autenticação do serviço de SFTP.,,,,,"[""EDGE""]",,AVAILABLE,,false,,TLS_1_0,,"{""STAGE"":""PRD"",""aws:cloudformation:logical-id"":""ApiGatewayRestApi"",""aws:cloudformation:stack-id"":""arn:aws:cloudformation:us-east-1:654074949840:stack/sftp-auth-PRD/efbb3930-f616-11eb-8254-1263ebc1f863"",""aws:cloudformation:stack-name"":""sftp-auth-PRD"",""hsl:operation:map-at"":""2022-05-27 05:00:29"",""map-migrated"":""d-server-02rouei8domo00""}",sftp-auth,"[""arn:aws:apigateway:us-east-1::/restapis/fm1xntamkl""]",aws,us-east-1,654074949840,aws_carteirizacaospprd,"{""connection_name"":""aws_carteirizacaospprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_carteirizacaospprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
app-hsl,f6nfcozz2m,6p4tgq6875,,HEADER,2021-10-05T15:46:27-03:00,,,,,,"[""REGIONAL""]",,AVAILABLE,,false,,TLS_1_0,,,app-hsl,"[""arn:aws:apigateway:us-east-1::/restapis/f6nfcozz2m""]",aws,us-east-1,787345280606,aws_apppacienteprd,"{""connection_name"":""aws_apppacienteprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_apppacienteprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
sms-email-sender-prod,kt1dqa3aed,c7yhhqnm32,,HEADER,2023-07-11T16:13:18-03:00,,1024,,,,"[""EDGE""]",,AVAILABLE,,false,,TLS_1_0,,"{""STAGE"":""prod"",""aws:cloudformation:logical-id"":""ApiGatewayRestApi"",""aws:cloudformation:stack-id"":""arn:aws:cloudformation:us-east-1:787345280606:stack/sms-email-sender-prod/d4d23e00-201e-11ee-bc4c-0ec99ee555df"",""aws:cloudformation:stack-name"":""sms-email-sender-prod"",""hsl:operation:map-at"":""2023-07-12 05:00:31"",""map-migrated"":""d-server-02rouei8domo00""}",sms-email-sender-prod,"[""arn:aws:apigateway:us-east-1::/restapis/kt1dqa3aed""]",aws,us-east-1,787345280606,aws_apppacienteprd,"{""connection_name"":""aws_apppacienteprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_apppacienteprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
PopulationHealthReferralProfessionalApi,av5kxmu4z4,o3y64hv0j1,,HEADER,2025-01-09T11:18:11-03:00,Api de médico de referência do App Saúde Populacional,,,,,"[""REGIONAL""]",,AVAILABLE,,false,,TLS_1_0,,"{""hsl:operation:map-at"":""2025-01-10 05:00:33"",""hsl:product"":""app"",""hsl:product:app"":""app"",""hsl:product:env"":""prd"",""hsl:product:nature"":""app"",""map-migrated"":""d-server-02rouei8domo00"",""name"":""PopulationHealthReferralProfessionalApi"",""owner"":""tercmpcmartins"",""repository"":""population-health-referral-professional""}",PopulationHealthReferralProfessionalApi,"[""arn:aws:apigateway:us-east-1::/restapis/av5kxmu4z4""]",aws,us-east-1,787345280606,aws_apppacienteprd,"{""connection_name"":""aws_apppacienteprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_apppacienteprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
dev-hsl-onbase-token-refresh,5cqpkokh2d,ggotaw80gi,,HEADER,2024-06-11T16:12:30-03:00,,,,,,"[""EDGE""]",,AVAILABLE,,false,,TLS_1_0,,"{""STAGE"":""dev"",""aws:cloudformation:logical-id"":""ApiGatewayRestApi"",""aws:cloudformation:stack-id"":""arn:aws:cloudformation:us-east-1:787345280606:stack/hsl-onbase-token-refresh-dev/86d4dc60-2826-11ef-b7e2-0affead3f4dd"",""aws:cloudformation:stack-name"":""hsl-onbase-token-refresh-dev"",""hsl:operation:map-at"":""2024-06-12 05:00:34"",""map-migrated"":""d-server-02rouei8domo00""}",dev-hsl-onbase-token-refresh,"[""arn:aws:apigateway:us-east-1::/restapis/5cqpkokh2d""]",aws,us-east-1,787345280606,aws_apppacienteprd,"{""connection_name"":""aws_apppacienteprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_apppacienteprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
PopulationHealthAPIs,u5zogppp2i,3tgf6sv8r1,,HEADER,2025-04-08T15:06:01-03:00,Gateway centralizador de APIs para o App Saúde Populacional,,,,,"[""REGIONAL""]",,AVAILABLE,,false,,TLS_1_0,,"{""hsl:operation:map-at"":""2025-10-14 05:00:35"",""hsl:product"":""App Saúde Populacional"",""hsl:product:env"":""prd"",""hsl:product:owner"":""tercmpcmartins"",""hsl:product:project"":""Jornada do Paciente - Tribo"",""hsl:product:repository"":""population-health-infrastructure"",""hsl:product:squad"":""Squad App Saúde Populacional"",""map-migrated"":""d-server-02rouei8domo00"",""name"":""PopulationHealthAPIs""}",PopulationHealthAPIs,"[""arn:aws:apigateway:us-east-1::/restapis/u5zogppp2i""]",aws,us-east-1,787345280606,aws_apppacienteprd,"{""connection_name"":""aws_apppacienteprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_apppacienteprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
People,2qf5o54sbe,kyrfxt870f,2019-04-16T18:59:11Z,HEADER,2020-02-28T16:10:34-03:00,,,,,,"[""REGIONAL""]",,AVAILABLE,,false,,TLS_1_0,,,People,"[""arn:aws:apigateway:us-east-1::/restapis/2qf5o54sbe""]",aws,us-east-1,800735908691,aws_cscprd,"{""connection_name"":""aws_cscprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cscprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
Auth,veh5h3foz2,yl8tgfn033,2020-04-03T12:24:18Z,HEADER,2020-04-07T17:15:41-03:00,,,,,,"[""REGIONAL""]",,AVAILABLE,,false,,TLS_1_0,,,Auth,"[""arn:aws:apigateway:us-east-1::/restapis/veh5h3foz2""]",aws,us-east-1,800735908691,aws_cscprd,"{""connection_name"":""aws_cscprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cscprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
azure-devops-scores,279eymtvyh,atr6vvruhe,,HEADER,2021-07-21T18:25:51-03:00,Score pipelines,,,,,"[""EDGE""]",,AVAILABLE,,false,,TLS_1_0,,"{""STAGE"":""PRD"",""aws:cloudformation:logical-id"":""ApiGatewayRestApi"",""aws:cloudformation:stack-id"":""arn:aws:cloudformation:us-east-1:800735908691:stack/ccc-azure-devops-score-pipelines-PRD/3646ba90-ea6a-11eb-954e-1226874f3dd5"",""aws:cloudformation:stack-name"":""ccc-azure-devops-score-pipelines-PRD"",""hsl:business:cost-center"":""averiguar"",""hsl:business:unit"":""61.590.410/0001-24"",""hsl:environment:type"":""production"",""hsl:operation:level"":""1"",""hsl:operation:map-at"":""2022-05-27 05:00:32"",""hsl:project:application"":""azure-devops-score-pipelines"",""hsl:project:name"":""cloud-command-center"",""hsl:security:access"":""private"",""hsl:security:data"":""not-applicable"",""hsl:security:data-type"":""not-applicable"",""map-migrated"":""d-server-02rouei8domo00""}",azure-devops-scores,"[""arn:aws:apigateway:us-east-1::/restapis/279eymtvyh""]",aws,us-east-1,800735908691,aws_cscprd,"{""connection_name"":""aws_cscprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cscprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
CriptoSecurity,gn6s23yn3f,eo3bq8ssu8,2019-11-07T20:37:11Z,HEADER,2020-02-28T13:43:20-03:00,,,,,,"[""REGIONAL""]",,AVAILABLE,,false,,TLS_1_0,,,CriptoSecurity,"[""arn:aws:apigateway:us-east-1::/restapis/gn6s23yn3f""]",aws,us-east-1,800735908691,aws_cscprd,"{""connection_name"":""aws_cscprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cscprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
get-menu,hu1rvbeqoc,6rpvh60247,,HEADER,2023-10-31T09:59:25-03:00,,,,,,"[""REGIONAL""]",,AVAILABLE,,false,,TLS_1_0,,,get-menu,"[""arn:aws:apigateway:us-east-1::/restapis/hu1rvbeqoc""]",aws,us-east-1,800735908691,aws_cscprd,"{""connection_name"":""aws_cscprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cscprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
portal-ccoe-modelo,8ikbfrdcb4,9lht2yh7c0,,HEADER,2023-10-31T23:23:25-03:00,,,,,,"[""REGIONAL""]",,AVAILABLE,,false,,TLS_1_0,,,portal-ccoe-modelo,"[""arn:aws:apigateway:us-east-1::/restapis/8ikbfrdcb4""]",aws,us-east-1,800735908691,aws_cscprd,"{""connection_name"":""aws_cscprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cscprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
devportal-azure-devops-api,71ebj30l19,v3dvyuixhf,,HEADER,2021-08-27T19:21:17-03:00,Developer Portal HSL API for Integration with Azure DevOps API.,,,,,"[""EDGE""]",,AVAILABLE,,false,,TLS_1_0,,"{""STAGE"":""PRD"",""aws:cloudformation:logical-id"":""ApiGatewayRestApi"",""aws:cloudformation:stack-id"":""arn:aws:cloudformation:us-east-1:800735908691:stack/devportal-azure-devops-api-PRD/0104f670-0785-11ec-af6c-1237d4594e4f"",""aws:cloudformation:stack-name"":""devportal-azure-devops-api-PRD"",""hsl:business:cost-center"":""averiguar"",""hsl:business:unit"":""61.590.410/0001-24"",""hsl:environment:type"":""production"",""hsl:operation:level"":""1"",""hsl:operation:map-at"":""2022-05-27 05:00:32"",""hsl:project:application"":""azure-devops-api"",""hsl:project:name"":""devportal"",""hsl:security:access"":""private"",""hsl:security:data"":""not-applicable"",""hsl:security:data-type"":""not-applicable"",""map-migrated"":""d-server-02rouei8domo00""}",devportal-azure-devops-api,"[""arn:aws:apigateway:us-east-1::/restapis/71ebj30l19""]",aws,us-east-1,800735908691,aws_cscprd,"{""connection_name"":""aws_cscprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cscprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
mfa,fomlt1tmoh,85ki8eaxye,,HEADER,2022-03-30T20:14:21-03:00,API para duplo fator de autenticação (MFA).,,,,,"[""REGIONAL""]",,AVAILABLE,,false,,TLS_1_0,,"{""aws:cloudformation:logical-id"":""APIGateway"",""aws:cloudformation:stack-id"":""arn:aws:cloudformation:us-east-1:800735908691:stack/mfa-api/1d7b2e70-b07f-11ec-8131-0eef6f3489db"",""aws:cloudformation:stack-name"":""mfa-api"",""hsl:operation:map-at"":""2022-05-27 05:00:32"",""map-migrated"":""d-server-02rouei8domo00""}",mfa,"[""arn:aws:apigateway:us-east-1::/restapis/fomlt1tmoh""]",aws,us-east-1,800735908691,aws_cscprd,"{""connection_name"":""aws_cscprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cscprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
TelemedicineChat,a9ill1u6ae,8dsk99ag4f,2020-04-28T20:29:17Z,HEADER,2020-04-28T18:20:54-03:00,,,,,,"[""REGIONAL""]",,AVAILABLE,,false,,TLS_1_0,,,TelemedicineChat,"[""arn:aws:apigateway:us-east-1::/restapis/a9ill1u6ae""]",aws,us-east-1,800735908691,aws_cscprd,"{""connection_name"":""aws_cscprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cscprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
Exam,kzr8qib8z8,b4bnxklaj0,2019-01-10T19:17:52Z,HEADER,2020-06-19T16:43:56-03:00,,,"{""Statement"":[{""Action"":""execute-api:Invoke"",""Condition"":{""IpAddress"":{""aws:SourceIp"":[""200.178.129.120"",""189.51.7.83"",""200.232.28.132"",""54.233.197.81"",""54.233.177.110"",""54.232.208.191"",""18.231.47.182""]}},""Effect"":""Allow"",""Principal"":""*"",""Resource"":""arn:aws:execute-api:us-east-1:800735908691:kzr8qib8z8/*""}],""Version"":""2012-10-17""}","{""Statement"":[{""Action"":[""execute-api:invoke""],""Condition"":{""IpAddress"":{""aws:sourceip"":[""18.231.47.182"",""189.51.7.83"",""200.178.129.120"",""200.232.28.132"",""54.232.208.191"",""54.233.177.110"",""54.233.197.81""]}},""Effect"":""Allow"",""Principal"":{""AWS"":[""*""]},""Resource"":[""arn:aws:execute-api:us-east-1:800735908691:kzr8qib8z8/*""]}],""Version"":""2012-10-17""}",,"[""REGIONAL""]",,AVAILABLE,,false,,TLS_1_0,,,Exam,"[""arn:aws:apigateway:us-east-1::/restapis/kzr8qib8z8""]",aws,us-east-1,800735908691,aws_cscprd,"{""connection_name"":""aws_cscprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cscprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
devportal-backend,9pb8yfnf2l,szcqiskiz9,,HEADER,2021-08-27T19:26:04-03:00,Developer Portal HSL API.,,,,,"[""EDGE""]",,AVAILABLE,,false,,TLS_1_0,,"{""STAGE"":""PRD"",""aws:cloudformation:logical-id"":""ApiGatewayRestApi"",""aws:cloudformation:stack-id"":""arn:aws:cloudformation:us-east-1:800735908691:stack/devportal-backend-PRD/c0c2f610-0785-11ec-9524-0ab042f700a7"",""aws:cloudformation:stack-name"":""devportal-backend-PRD"",""hsl:business:cost-center"":""averiguar"",""hsl:business:unit"":""61.590.410/0001-24"",""hsl:environment:type"":""production"",""hsl:operation:level"":""1"",""hsl:operation:map-at"":""2022-05-27 05:00:32"",""hsl:project:application"":""devportal-backend"",""hsl:project:name"":""devportal"",""hsl:security:access"":""private"",""hsl:security:data"":""not-applicable"",""hsl:security:data-type"":""not-applicable"",""map-migrated"":""d-server-02rouei8domo00""}",devportal-backend,"[""arn:aws:apigateway:us-east-1::/restapis/9pb8yfnf2l""]",aws,us-east-1,800735908691,aws_cscprd,"{""connection_name"":""aws_cscprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cscprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
AuthenticationSecurity,98l86shgd3,yrn6mljalk,2018-11-12T15:40:47Z,HEADER,2020-02-28T16:09:14-03:00,,,,,,"[""REGIONAL""]",,AVAILABLE,,false,,TLS_1_0,,,AuthenticationSecurity,"[""arn:aws:apigateway:us-east-1::/restapis/98l86shgd3""]",aws,us-east-1,800735908691,aws_cscprd,"{""connection_name"":""aws_cscprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cscprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
Authv2,qsxi6pavfh,yl8tgfn033,2020-04-03T12:24:18Z,HEADER,2025-03-24T04:56:18-03:00,,,,,,"[""REGIONAL""]",,AVAILABLE,,false,,TLS_1_0,,,Authv2,"[""arn:aws:apigateway:us-east-1::/restapis/qsxi6pavfh""]",aws,us-east-1,800735908691,aws_cscprd,"{""connection_name"":""aws_cscprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cscprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
