name,arn,rest_api_id,deployment_id,created_date,cache_cluster_enabled,tracing_enabled,access_log_settings,cache_cluster_size,cache_cluster_status,client_certificate_id,description,documentation_version,last_updated_date,canary_settings,method_settings,variables,web_acl_arn,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx
prod,arn:aws:apigateway:sa-east-1::/restapis/xm4zchko8k/stages/prod,xm4zchko8k,p9udr7,2023-03-04T16:56:03-03:00,false,false,,,NOT_AVAILABLE,,,,2025-05-06T19:42:01-03:00,,"{""*/*"":{""CacheDataEncrypted"":false,""CacheTtlInSeconds"":300,""CachingEnabled"":false,""DataTraceEnabled"":true,""LoggingLevel"":""INFO"",""MetricsEnabled"":true,""RequireAuthorizationForCacheControl"":true,""ThrottlingBurstLimit"":5000,""ThrottlingRateLimit"":10000,""UnauthorizedCacheControlHeaderStrategy"":""SUCCEED_WITH_RESPONSE_HEADER""}}",,arn:aws:wafv2:sa-east-1:413850945308:regional/webacl/waf_api_rest_16kb/f299b38c-c3b8-4fe3-85e8-a7d068feeb86,prod,,"[""arn:aws:apigateway:sa-east-1::/restapis/xm4zchko8k/stages/prod""]",aws,sa-east-1,413850945308,aws_backbonedigitalprd,"{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
dev,arn:aws:apigateway:sa-east-1::/restapis/uj4n95hc3h/stages/dev,uj4n95hc3h,s4tz9x,2025-03-24T11:34:28-03:00,false,false,"{""DestinationArn"":""arn:aws:logs:sa-east-1:413850945308:log-group:API-Gateway-Api-Test-uj4n95hc3h"",""Format"":""{\""ctx_accountId\"":\""$context.accountId\"",\""ctx_apiId\"":\""$context.apiId\"",\""ctx_authorizer_error\"":\""$context.authorizer.error\"",\""ctx_authorizer_principalId\"":\""$context.authorizer.principalId\"",\""ctx_awsEndpointRequestId\"":\""$context.awsEndpointRequestId\"",\""ctx_awsEndpointRequestId2\"":\""$context.awsEndpointRequestId2\"",\""ctx_customDomain_basePathMatched\"":\""$context.customDomain.basePathMatched\"",\""ctx_dataProcessed\"":\""$context.dataProcessed\"",\""ctx_domainName\"":\""$context.domainName\"",\""ctx_domainPrefix\"":\""$context.domainPrefix\"",\""ctx_error_message\"":\""$context.error.message\"",\""ctx_error_messageString\"":$context.error.messageString,\""ctx_error_responseType\"":\""$context.error.responseType\"",\""ctx_extendedRequestId\"":\""$context.extendedRequestId\"",\""ctx_httpMethod\"":\""$context.httpMethod\"",\""ctx_identity_accountId\"":\""$context.identity.accountId\"",\""ctx_identity_caller\"":\""$context.identity.caller\"",\""ctx_identity_cognitoAuthenticationProvider\"":\""$context.identity.cognitoAuthenticationProvider\"",\""ctx_identity_cognitoAuthenticationType\"":\""$context.identity.cognitoAuthenticationType\"",\""ctx_identity_cognitoIdentityId\"":\""$context.identity.cognitoIdentityId\"",\""ctx_identity_cognitoIdentityPoolId\"":\""$context.identity.cognitoIdentityPoolId\"",\""ctx_identity_principalOrgId\"":\""$context.identity.principalOrgId\"",\""ctx_identity_clientCert_clientCertPem\"":\""$context.identity.clientCert.clientCertPem\"",\""ctx_identity_clientCert_subjectDN\"":\""$context.identity.clientCert.subjectDN\"",\""ctx_identity_clientCert_issuerDN\"":\""$context.identity.clientCert.issuerDN\"",\""ctx_identity_clientCert_serialNumber\"":\""$context.identity.clientCert.serialNumber\"",\""ctx_identity_clientCert_validity_notBefore\"":\""$context.identity.clientCert.validity.notBefore\"",\""ctx_identity_clientCert_validity_notAfter\"":\""$context.identity.clientCert.validity.notAfter\"",\""ctx_identity_sourceIp\"":\""$context.identity.sourceIp\"",\""ctx_identity_user\"":\""$context.identity.user\"",\""ctx_identity_userAgent\"":\""$context.identity.userAgent\"",\""ctx_identity_userArn\"":\""$context.identity.userArn\"",\""ctx_integration_error\"":\""$context.integration.error\"",\""ctx_integration_integrationStatus\"":\""$context.integration.integrationStatus\"",\""ctx_integration_latency\"":\""$context.integration.latency\"",\""ctx_integration_requestId\"":\""$context.integration.requestId\"",\""ctx_integration_status\"":\""$context.integration.status\"",\""ctx_integrationErrorMessage\"":\""$context.integrationErrorMessage\"",\""ctx_integrationLatency\"":\""$context.integrationLatency\"",\""ctx_integrationStatus\"":\""$context.integrationStatus\"",\""ctx_path\"":\""$context.path\"",\""ctx_protocol\"":\""$context.protocol\"",\""ctx_requestId\"":\""$context.requestId\"",\""ctx_requestTime\"":\""$context.requestTime\"",\""ctx_requestTimeEpoch\"":\""$context.requestTimeEpoch\"",\""ctx_responseLatency\"":\""$context.responseLatency\"",\""ctx_responseLength\"":\""$context.responseLength\"",\""ctx_routeKey\"":\""$context.routeKey\"",\""ctx_stage\"":\""$context.stage\"",\""ctx_status\"":\""$context.status\""}""}",0.5,NOT_AVAILABLE,,,,2025-03-26T15:08:29-03:00,,"{""*/*"":{""CacheDataEncrypted"":false,""CacheTtlInSeconds"":300,""CachingEnabled"":false,""DataTraceEnabled"":true,""LoggingLevel"":""ERROR"",""MetricsEnabled"":true,""RequireAuthorizationForCacheControl"":true,""ThrottlingBurstLimit"":5000,""ThrottlingRateLimit"":10000,""UnauthorizedCacheControlHeaderStrategy"":""SUCCEED_WITH_RESPONSE_HEADER""}}",,,dev,,"[""arn:aws:apigateway:sa-east-1::/restapis/uj4n95hc3h/stages/dev""]",aws,sa-east-1,413850945308,aws_backbonedigitalprd,"{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
default,arn:aws:apigateway:sa-east-1::/restapis/z2xy3oux67/stages/default,z2xy3oux67,ekrd4k,2025-03-27T16:59:00-03:00,false,false,,,NOT_AVAILABLE,,,,2025-05-19T14:09:42-03:00,,{},,arn:aws:wafv2:sa-east-1:413850945308:regional/webacl/waf_api_rest_16kb/f299b38c-c3b8-4fe3-85e8-a7d068feeb86,default,,"[""arn:aws:apigateway:sa-east-1::/restapis/z2xy3oux67/stages/default""]",aws,sa-east-1,413850945308,aws_backbonedigitalprd,"{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
default,arn:aws:apigateway:sa-east-1::/restapis/czp4qsvr2i/stages/default,czp4qsvr2i,wimlge,2025-01-22T16:56:53-03:00,false,false,,,NOT_AVAILABLE,,,,2025-10-02T15:51:02-03:00,,{},,arn:aws:wafv2:sa-east-1:413850945308:regional/webacl/waf_api_rest_16kb/f299b38c-c3b8-4fe3-85e8-a7d068feeb86,default,,"[""arn:aws:apigateway:sa-east-1::/restapis/czp4qsvr2i/stages/default""]",aws,sa-east-1,413850945308,aws_backbonedigitalprd,"{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
dev,arn:aws:apigateway:sa-east-1::/restapis/of5l7ybsnd/stages/dev,of5l7ybsnd,03lkdi,2024-12-19T16:08:51-03:00,false,false,,,NOT_AVAILABLE,,,,2025-12-09T15:34:14-03:00,,{},,arn:aws:wafv2:sa-east-1:413850945308:regional/webacl/waf_api_rest_16kb/f299b38c-c3b8-4fe3-85e8-a7d068feeb86,dev,,"[""arn:aws:apigateway:sa-east-1::/restapis/of5l7ybsnd/stages/dev""]",aws,sa-east-1,413850945308,aws_backbonedigitalprd,"{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
default,arn:aws:apigateway:sa-east-1::/restapis/eh7fotxjx6/stages/default,eh7fotxjx6,swjwo6,2025-04-28T15:29:21-03:00,false,false,"{""DestinationArn"":""arn:aws:logs:sa-east-1:413850945308:log-group:/aws/api-gateway/plugplay-professional-api"",""Format"":""{\""ctx_accountId\"":\""$context.accountId\"",\""ctx_apiId\"":\""$context.apiId\"",\""ctx_authorizer_error\"":\""$context.authorizer.error\"",\""ctx_authorizer_principalId\"":\""$context.authorizer.principalId\"",\""ctx_awsEndpointRequestId\"":\""$context.awsEndpointRequestId\"",\""ctx_customDomain_basePathMatched\"":\""$context.customDomain.basePathMatched\"",\""ctx_dataProcessed\"":\""$context.dataProcessed\"",\""ctx_domainName\"":\""$context.domainName\"",\""ctx_error_message\"":\""$context.error.message\"",\""ctx_extendedRequestId\"":\""$context.extendedRequestId\"",\""ctx_httpMethod\"":\""$context.httpMethod\"",\""ctx_identity_sourceIp\"":\""$context.identity.sourceIp\"",\""ctx_identity_userAgent\"":\""$context.identity.userAgent\"",\""ctx_integration_latency\"":\""$context.integration.latency\"",\""ctx_integration_status\"":\""$context.integration.status\"",\""ctx_path\"":\""$context.path\"",\""ctx_requestId\"":\""$context.requestId\"",\""ctx_requestTime\"":\""$context.requestTime\"",\""ctx_status\"":\""$context.status\""}""}",,NOT_AVAILABLE,,,,2025-05-06T19:43:01-03:00,,"{""*/*"":{""CacheDataEncrypted"":false,""CacheTtlInSeconds"":300,""CachingEnabled"":false,""DataTraceEnabled"":true,""LoggingLevel"":""ERROR"",""MetricsEnabled"":true,""RequireAuthorizationForCacheControl"":true,""ThrottlingBurstLimit"":-1,""ThrottlingRateLimit"":-1,""UnauthorizedCacheControlHeaderStrategy"":""SUCCEED_WITH_RESPONSE_HEADER""}}",,arn:aws:wafv2:sa-east-1:413850945308:regional/webacl/waf_api_rest_16kb/f299b38c-c3b8-4fe3-85e8-a7d068feeb86,default,"{""hsl:operation:map-at"":""2025-04-29 05:00:40"",""hsl:product"":""plugplay"",""hsl:product:app"":""professional-api"",""hsl:product:env"":""production"",""hsl:squad:responsible"":""plugplay"",""map-migrated"":""d-server-02rouei8domo00""}","[""arn:aws:apigateway:sa-east-1::/restapis/eh7fotxjx6/stages/default""]",aws,sa-east-1,413850945308,aws_backbonedigitalprd,"{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
dev,arn:aws:apigateway:sa-east-1::/restapis/u71yta3o2g/stages/dev,u71yta3o2g,i3nkcj,2025-07-24T17:22:50-03:00,false,false,,,NOT_AVAILABLE,,,,2025-11-11T11:03:15-03:00,,{},,arn:aws:wafv2:sa-east-1:413850945308:regional/webacl/waf_api_rest_16kb/f299b38c-c3b8-4fe3-85e8-a7d068feeb86,dev,,"[""arn:aws:apigateway:sa-east-1::/restapis/u71yta3o2g/stages/dev""]",aws,sa-east-1,413850945308,aws_backbonedigitalprd,"{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
default,arn:aws:apigateway:sa-east-1::/restapis/ujkq31588j/stages/default,ujkq31588j,jaxro1,2025-05-06T18:38:24-03:00,false,false,"{""DestinationArn"":""arn:aws:logs:sa-east-1:413850945308:log-group:/aws/api-gateway/plugplay-atendimentos"",""Format"":""{\""ctx_accountId\"":\""$context.accountId\"",\""ctx_apiId\"":\""$context.apiId\"",\""ctx_authorizer_error\"":\""$context.authorizer.error\"",\""ctx_authorizer_principalId\"":\""$context.authorizer.principalId\"",\""ctx_awsEndpointRequestId\"":\""$context.awsEndpointRequestId\"",\""ctx_customDomain_basePathMatched\"":\""$context.customDomain.basePathMatched\"",\""ctx_dataProcessed\"":\""$context.dataProcessed\"",\""ctx_domainName\"":\""$context.domainName\"",\""ctx_error_message\"":\""$context.error.message\"",\""ctx_extendedRequestId\"":\""$context.extendedRequestId\"",\""ctx_httpMethod\"":\""$context.httpMethod\"",\""ctx_identity_sourceIp\"":\""$context.identity.sourceIp\"",\""ctx_identity_userAgent\"":\""$context.identity.userAgent\"",\""ctx_integration_latency\"":\""$context.integration.latency\"",\""ctx_integration_status\"":\""$context.integration.status\"",\""ctx_path\"":\""$context.path\"",\""ctx_requestId\"":\""$context.requestId\"",\""ctx_requestTime\"":\""$context.requestTime\"",\""ctx_status\"":\""$context.status\""}""}",,NOT_AVAILABLE,,,,2025-11-11T15:42:55-03:00,,"{""*/*"":{""CacheDataEncrypted"":false,""CacheTtlInSeconds"":300,""CachingEnabled"":false,""DataTraceEnabled"":true,""LoggingLevel"":""INFO"",""MetricsEnabled"":true,""RequireAuthorizationForCacheControl"":true,""ThrottlingBurstLimit"":-1,""ThrottlingRateLimit"":-1,""UnauthorizedCacheControlHeaderStrategy"":""SUCCEED_WITH_RESPONSE_HEADER""}}",,arn:aws:wafv2:sa-east-1:413850945308:regional/webacl/waf_api_rest_16kb/f299b38c-c3b8-4fe3-85e8-a7d068feeb86,default,"{""hsl:operation:map-at"":""2025-11-12 05:00:41"",""hsl:product"":""plugplay"",""hsl:product:app"":""encounter-api"",""hsl:product:env"":""production"",""hsl:squad:responsible"":""plugplay"",""map-migrated"":""d-server-02rouei8domo00""}","[""arn:aws:apigateway:sa-east-1::/restapis/ujkq31588j/stages/default""]",aws,sa-east-1,413850945308,aws_backbonedigitalprd,"{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
Stage,arn:aws:apigateway:us-east-1::/restapis/n5zgj8dqx2/stages/Stage,n5zgj8dqx2,k6ljh1,2024-02-08T17:12:32-03:00,false,false,,,NOT_AVAILABLE,,,,2024-02-08T17:12:32-03:00,,{},,,Stage,,"[""arn:aws:apigateway:us-east-1::/restapis/n5zgj8dqx2/stages/Stage""]",aws,us-east-1,802274005479,aws_autcentcirurgicoprd,"{""connection_name"":""aws_autcentcirurgicoprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_autcentcirurgicoprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
prod,arn:aws:apigateway:us-east-1::/restapis/n5zgj8dqx2/stages/prod,n5zgj8dqx2,k6ljh1,2024-02-08T17:12:35-03:00,false,true,,,NOT_AVAILABLE,,,,2024-02-08T17:12:36-03:00,,"{""*/*"":{""CacheDataEncrypted"":false,""CacheTtlInSeconds"":300,""CachingEnabled"":false,""DataTraceEnabled"":false,""LoggingLevel"":""INFO"",""MetricsEnabled"":true,""RequireAuthorizationForCacheControl"":true,""ThrottlingBurstLimit"":5000,""ThrottlingRateLimit"":10000,""UnauthorizedCacheControlHeaderStrategy"":""SUCCEED_WITH_RESPONSE_HEADER""}}",,,prod,"{""aws:cloudformation:logical-id"":""APIStage"",""aws:cloudformation:stack-id"":""arn:aws:cloudformation:us-east-1:802274005479:stack/cc-integracao-services-api-anexos/40e3a250-c6be-11ee-8539-0af04c015401"",""aws:cloudformation:stack-name"":""cc-integracao-services-api-anexos"",""cc-integracao-api-anexos:feature"":""cc-integracao-api-anexos-services"",""hsl:operation:map-at"":""2024-02-09 05:00:31"",""map-migrated"":""d-server-02rouei8domo00""}","[""arn:aws:apigateway:us-east-1::/restapis/n5zgj8dqx2/stages/prod""]",aws,us-east-1,802274005479,aws_autcentcirurgicoprd,"{""connection_name"":""aws_autcentcirurgicoprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_autcentcirurgicoprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
Stage,arn:aws:apigateway:us-east-1::/restapis/yl1hfs0d9d/stages/Stage,yl1hfs0d9d,pyul6p,2022-12-23T11:17:56-03:00,false,false,,,NOT_AVAILABLE,,,,2025-06-26T20:22:12-03:00,,{},,,Stage,,"[""arn:aws:apigateway:us-east-1::/restapis/yl1hfs0d9d/stages/Stage""]",aws,us-east-1,802274005479,aws_autcentcirurgicoprd,"{""connection_name"":""aws_autcentcirurgicoprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_autcentcirurgicoprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
prod,arn:aws:apigateway:us-east-1::/restapis/yl1hfs0d9d/stages/prod,yl1hfs0d9d,pyul6p,2022-12-23T11:18:04-03:00,false,true,,0.5,NOT_AVAILABLE,,,,2025-06-26T20:22:17-03:00,,"{""*/*"":{""CacheDataEncrypted"":false,""CacheTtlInSeconds"":300,""CachingEnabled"":false,""DataTraceEnabled"":false,""LoggingLevel"":""INFO"",""MetricsEnabled"":true,""RequireAuthorizationForCacheControl"":true,""ThrottlingBurstLimit"":5000,""ThrottlingRateLimit"":10000,""UnauthorizedCacheControlHeaderStrategy"":""SUCCEED_WITH_RESPONSE_HEADER""}}",,,prod,"{""aws:cloudformation:logical-id"":""APIStage"",""aws:cloudformation:stack-id"":""arn:aws:cloudformation:us-east-1:802274005479:stack/cc-integracao-services/dada3960-82cb-11ed-8443-0ad8152ce721"",""aws:cloudformation:stack-name"":""cc-integracao-services"",""cc-integracao:feature"":""cc-integracao-services-api"",""hsl:operation:map-at"":""2022-12-24 05:00:30"",""map-migrated"":""d-server-02rouei8domo00""}","[""arn:aws:apigateway:us-east-1::/restapis/yl1hfs0d9d/stages/prod""]",aws,us-east-1,802274005479,aws_autcentcirurgicoprd,"{""connection_name"":""aws_autcentcirurgicoprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_autcentcirurgicoprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
prd,arn:aws:apigateway:us-east-1::/restapis/h1z32k6bbf/stages/prd,h1z32k6bbf,fskv62,2023-02-23T20:43:05-03:00,false,false,,,NOT_AVAILABLE,,production,,2024-09-11T23:33:06-03:00,,{},,,prd,,"[""arn:aws:apigateway:us-east-1::/restapis/h1z32k6bbf/stages/prd""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
prd,arn:aws:apigateway:us-east-1::/restapis/oyehu9dxya/stages/prd,oyehu9dxya,wkgba7,2025-06-12T03:50:36-03:00,false,false,,0.5,NOT_AVAILABLE,,,,2025-06-12T07:08:28-03:00,,{},"{""env"":""prd""}",,prd,,"[""arn:aws:apigateway:us-east-1::/restapis/oyehu9dxya/stages/prd""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
PRD,arn:aws:apigateway:us-east-1::/restapis/qoijbacpn2/stages/PRD,qoijbacpn2,ls4amr,2020-07-04T15:05:41-03:00,false,false,,,NOT_AVAILABLE,,,,2023-04-14T09:20:56-03:00,,{},"{""env"":""PRD""}",,PRD,,"[""arn:aws:apigateway:us-east-1::/restapis/qoijbacpn2/stages/PRD""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
PRD,arn:aws:apigateway:us-east-1::/restapis/m5af3hwws1/stages/PRD,m5af3hwws1,tt1uqx,2020-06-01T13:28:18-03:00,false,false,,,NOT_AVAILABLE,,,,2025-07-30T00:45:39-03:00,,{},"{""env"":""PRD""}",,PRD,,"[""arn:aws:apigateway:us-east-1::/restapis/m5af3hwws1/stages/PRD""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
prd,arn:aws:apigateway:us-east-1::/restapis/fc5fo6j38k/stages/prd,fc5fo6j38k,dcg803,2024-08-30T00:24:57-03:00,false,false,,,NOT_AVAILABLE,,,,2025-07-30T04:13:20-03:00,,"{""*/*"":{""CacheDataEncrypted"":false,""CacheTtlInSeconds"":300,""CachingEnabled"":false,""DataTraceEnabled"":true,""LoggingLevel"":""INFO"",""MetricsEnabled"":true,""RequireAuthorizationForCacheControl"":true,""ThrottlingBurstLimit"":-1,""ThrottlingRateLimit"":-1,""UnauthorizedCacheControlHeaderStrategy"":""SUCCEED_WITH_RESPONSE_HEADER""}}",,,prd,,"[""arn:aws:apigateway:us-east-1::/restapis/fc5fo6j38k/stages/prd""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
PRD,arn:aws:apigateway:us-east-1::/restapis/0662qdo039/stages/PRD,0662qdo039,hivxa3,2020-06-01T13:32:26-03:00,false,false,,,NOT_AVAILABLE,,,,2020-08-14T19:18:24-03:00,,{},"{""env"":""PRD""}",,PRD,,"[""arn:aws:apigateway:us-east-1::/restapis/0662qdo039/stages/PRD""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
PRD,arn:aws:apigateway:us-east-1::/restapis/fm1xntamkl/stages/PRD,fm1xntamkl,u4wn61,2021-08-05T15:00:36-03:00,false,false,,,NOT_AVAILABLE,,,,2021-08-05T15:00:36-03:00,,{},,,PRD,"{""hsl:business:cost-center"":""averiguar"",""hsl:business:unit"":""61.590.410/0001-24"",""hsl:environment:type"":""production"",""hsl:operation:level"":""1"",""hsl:operation:map-at"":""2022-05-27 05:00:29"",""hsl:project:application"":""sftp-auth"",""hsl:project:name"":""sftp"",""hsl:security:access"":""private"",""hsl:security:data"":""not-applicable"",""hsl:security:data-type"":""not-applicable"",""map-migrated"":""d-server-02rouei8domo00""}","[""arn:aws:apigateway:us-east-1::/restapis/fm1xntamkl/stages/PRD""]",aws,us-east-1,654074949840,aws_carteirizacaospprd,"{""connection_name"":""aws_carteirizacaospprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_carteirizacaospprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
PRD,arn:aws:apigateway:us-east-1::/restapis/lnj7c9v4hj/stages/PRD,lnj7c9v4hj,4g3iul,2020-06-01T13:41:38-03:00,false,false,,,NOT_AVAILABLE,,,,2020-08-14T19:37:30-03:00,,{},"{""env"":""PRD""}",,PRD,,"[""arn:aws:apigateway:us-east-1::/restapis/lnj7c9v4hj/stages/PRD""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
prd,arn:aws:apigateway:us-east-1::/restapis/nit1elkxsh/stages/prd,nit1elkxsh,x5mtj0,2023-07-14T18:29:49-03:00,false,false,,,NOT_AVAILABLE,,,,2023-07-19T11:57:46-03:00,,{},,,prd,,"[""arn:aws:apigateway:us-east-1::/restapis/nit1elkxsh/stages/prd""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
PRD,arn:aws:apigateway:us-east-1::/restapis/nutr4x14jb/stages/PRD,nutr4x14jb,yxadnq,2020-06-01T13:39:34-03:00,false,false,,,NOT_AVAILABLE,,,,2020-08-17T10:27:27-03:00,,{},"{""env"":""PRD""}",,PRD,,"[""arn:aws:apigateway:us-east-1::/restapis/nutr4x14jb/stages/PRD""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
PRD,arn:aws:apigateway:us-east-1::/restapis/lzz0gkf23i/stages/PRD,lzz0gkf23i,pnuhte,2020-06-01T13:36:50-03:00,false,false,,,NOT_AVAILABLE,,,,2020-08-14T19:26:56-03:00,,{},"{""env"":""PRD""}",,PRD,,"[""arn:aws:apigateway:us-east-1::/restapis/lzz0gkf23i/stages/PRD""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
PRD,arn:aws:apigateway:us-east-1::/restapis/yn0jl10foe/stages/PRD,yn0jl10foe,0hkcyw,2020-10-30T01:04:44-03:00,false,false,,,NOT_AVAILABLE,,,,2024-12-13T00:44:00-03:00,,{},"{""env"":""PRD""}",,PRD,,"[""arn:aws:apigateway:us-east-1::/restapis/yn0jl10foe/stages/PRD""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
PRD,arn:aws:apigateway:us-east-1::/restapis/lqf2tb0q01/stages/PRD,lqf2tb0q01,yjiok2,2020-10-30T16:14:55-03:00,false,false,,,NOT_AVAILABLE,,,,2020-10-30T16:14:55-03:00,,{},,,PRD,,"[""arn:aws:apigateway:us-east-1::/restapis/lqf2tb0q01/stages/PRD""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
prd,arn:aws:apigateway:us-east-1::/restapis/0zwc302am3/stages/prd,0zwc302am3,1huxzc,2024-05-20T19:32:08-03:00,false,false,,,NOT_AVAILABLE,,,,2025-07-30T03:09:57-03:00,,"{""*/*"":{""CacheDataEncrypted"":false,""CacheTtlInSeconds"":300,""CachingEnabled"":false,""DataTraceEnabled"":true,""LoggingLevel"":""INFO"",""MetricsEnabled"":true,""RequireAuthorizationForCacheControl"":true,""ThrottlingBurstLimit"":-1,""ThrottlingRateLimit"":-1,""UnauthorizedCacheControlHeaderStrategy"":""SUCCEED_WITH_RESPONSE_HEADER""}}",,,prd,,"[""arn:aws:apigateway:us-east-1::/restapis/0zwc302am3/stages/prd""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
teste_1,arn:aws:apigateway:us-east-1::/restapis/ua45vnulkh/stages/teste_1,ua45vnulkh,xy5clp,2020-09-23T11:20:44-03:00,false,false,,,NOT_AVAILABLE,,,,2020-09-23T11:25:48-03:00,,{},,,teste_1,,"[""arn:aws:apigateway:us-east-1::/restapis/ua45vnulkh/stages/teste_1""]",aws,us-east-1,308676119841,aws_datalakeprd,"{""connection_name"":""aws_datalakeprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_datalakeprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
